Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSOCUG00000030193	GL018700	2340825	2341695
ENSOCUG00000032147	15	46746060	46830181
ENSOCUG00000023350	GL019617	21	7701
ENSOCUG00000024391	GL018783	1137835	1138773
ENSOCUG00000027826	AAGW02081401	15195	16130
ENSOCUG00000027121	GL018700	2687955	2688061
ENSOCUG00000017858	14	122129929	122245064
ENSOCUG00000033113	GL018784	392013	393996
ENSOCUG00000032541	GL019617	24554	26188
ENSOCUG00000026641	GL018760	136159	136771
ENSOCUG00000013957	2	121889481	121894516
ENSOCUG00000011128	GL018714	625674	633968
ENSOCUG00000013468	4	15249731	15331419
ENSOCUG00000017412	GL018738	2011099	2033508
ENSOCUG00000034267	GL018784	405145	406146
ENSOCUG00000039526	GL018784	471233	482346
ENSOCUG00000038628	GL018797	974417	975703
ENSOCUG00000033463	GL018784	580810	585047
ENSOCUG00000015340	GL018760	145432	153519
ENSOCUG00000032104	GL018784	621733	648900
ENSOCUG00000008421	3	20633646	20717771
ENSOCUG00000039031	2	112072204	112076805
ENSOCUG00000030938	GL018784	716939	719699
ENSOCUG00000031017	GL018713	933506	969796
ENSOCUG00000039503	GL018784	795154	798173
ENSOCUG00000033852	GL018738	2067750	2108072
ENSOCUG00000028254	GL018713	1255945	1256050
ENSOCUG00000023348	GL018971	295860	296542
ENSOCUG00000037936	GL018784	1017964	1019169
ENSOCUG00000032000	GL018913	43112	46174
ENSOCUG00000038001	GL018738	2096515	2097522
ENSOCUG00000015333	GL018760	176102	183371
ENSOCUG00000031219	GL018738	2140468	2145498
ENSOCUG00000030681	2	71788097	71788235
ENSOCUG00000003118	GL018725	992913	1021282
ENSOCUG00000020907	GL018713	1302455	1302620
ENSOCUG00000011509	3	32175988	32179997
ENSOCUG00000035952	GL018738	2147979	2149365
ENSOCUG00000029249	GL018844	451768	510752
ENSOCUG00000016301	GL019619	18785	26170
ENSOCUG00000016069	GL018784	1052626	1098769
ENSOCUG00000035097	GL018972	3506	6435
ENSOCUG00000023916	GL018913	90598	91524
ENSOCUG00000037471	GL019109	128061	137709
ENSOCUG00000011991	3	49827766	49938878
ENSOCUG00000025816	GL018760	223445	227626
ENSOCUG00000026827	AAGW02081405	97	16365
ENSOCUG00000035969	GL019231	3383	4837
ENSOCUG00000027225	GL018913	197835	198764
ENSOCUG00000005627	GL018725	1021735	1044549
ENSOCUG00000032368	GL019109	147249	148271
ENSOCUG00000039027	GL018844	568410	591059
ENSOCUG00000030660	GL019621	4032	6268
ENSOCUG00000037622	GL018913	216789	219918
ENSOCUG00000008021	19	39274033	39279377
ENSOCUG00000038343	GL019621	7767	8960
ENSOCUG00000030014	AAGW02081422	1425	2498
ENSOCUG00000033647	GL018798	21	7031
ENSOCUG00000021584	3	58009827	58014524
ENSOCUG00000037156	GL019231	82822	84657
ENSOCUG00000010740	17	84358252	84408481
ENSOCUG00000032689	GL019621	12863	37075
ENSOCUG00000024302	GL018972	7658	11002
ENSOCUG00000024611	1	21226179	21228216
ENSOCUG00000025761	4	76103176	76103282
ENSOCUG00000032905	GL018913	260631	273505
ENSOCUG00000038776	4	76683714	76706074
ENSOCUG00000010438	2	28431220	28486529
ENSOCUG00000035173	1	184186292	184187386
ENSOCUG00000027203	GL018760	240397	247370
ENSOCUG00000017013	GL018972	15416	18661
ENSOCUG00000025018	GL019231	83115	84490
ENSOCUG00000005240	GL018700	2764941	2799029
ENSOCUG00000031984	GL018738	2175324	2192979
ENSOCUG00000023100	5	2662231	2670034
ENSOCUG00000021143	13	123216498	123218945
ENSOCUG00000032763	GL019232	5140	8132
ENSOCUG00000005631	GL018725	1086794	1097884
ENSOCUG00000029139	7	14332727	14354804
ENSOCUG00000034833	GL019232	99222	101835
ENSOCUG00000032115	GL018972	25896	51897
ENSOCUG00000035365	GL019233	21	856
ENSOCUG00000015314	GL019109	148972	169963
ENSOCUG00000031365	AAGW02081422	1516	27088
ENSOCUG00000038614	GL018725	1138785	1158385
ENSOCUG00000014684	GL018725	1164953	1191780
ENSOCUG00000002698	GL018785	4293	100326
ENSOCUG00000037781	GL018725	1230400	1231626
ENSOCUG00000009398	21	9309191	9413259
ENSOCUG00000000564	5	13313889	13349057
ENSOCUG00000034363	GL019110	188160	237790
ENSOCUG00000013391	GL018725	1293739	1300184
ENSOCUG00000028147	GL019111	98307	98459
ENSOCUG00000037404	GL018785	377259	463679
ENSOCUG00000026713	GL019111	100303	100455
ENSOCUG00000023209	3	58014951	58021417
ENSOCUG00000034529	GL019111	101972	103839
ENSOCUG00000037592	AAGW02081422	4686	5780
ENSOCUG00000039243	GL019111	161377	166471
ENSOCUG00000004828	GL018713	1575869	1576330
ENSOCUG00000024259	GL019622	4466	5747
ENSOCUG00000034504	GL018713	1793413	1796413
ENSOCUG00000018454	3	49920393	49920479
ENSOCUG00000033015	GL018844	667942	674477
ENSOCUG00000003733	GL018785	539468	854233
ENSOCUG00000011137	GL019233	6793	29597
ENSOCUG00000035874	GL018713	1992738	1994670
ENSOCUG00000024619	GL019111	167496	167648
ENSOCUG00000034756	GL019233	31889	33106
ENSOCUG00000031396	GL018844	691836	693957
ENSOCUG00000008501	GL018913	278560	473336
ENSOCUG00000032353	GL018713	2083238	2084544
ENSOCUG00000027166	GL019111	169246	171114
ENSOCUG00000035516	GL018713	2100786	2110796
ENSOCUG00000000577	5	13386255	13439299
ENSOCUG00000023450	GL019622	14984	15588
ENSOCUG00000036227	GL018844	694218	694890
ENSOCUG00000028508	GL019233	68150	68281
ENSOCUG00000003328	2	94649224	94717373
ENSOCUG00000012436	GL018760	245261	268501
ENSOCUG00000029796	GL018913	328296	332110
ENSOCUG00000033086	GL018844	701524	703476
ENSOCUG00000003202	GL018972	26564	81013
ENSOCUG00000025217	GL018785	693851	694396
ENSOCUG00000026213	GL019622	27953	35686
ENSOCUG00000026629	5	2692137	2694096
ENSOCUG00000022996	GL018913	385720	387756
ENSOCUG00000016652	GL019233	94232	102394
ENSOCUG00000039179	GL018760	272023	287332
ENSOCUG00000034299	GL018972	98965	100664
ENSOCUG00000000194	GL018798	14780	17430
ENSOCUG00000011488	GL018738	2189825	2284828
ENSOCUG00000011941	21	6933852	7000589
ENSOCUG00000034133	GL018760	302378	303316
ENSOCUG00000024934	GL019112	13024	13917
ENSOCUG00000015646	AAGW02081425	7546	25016
ENSOCUG00000024691	GL018713	2203859	2205181
ENSOCUG00000038804	GL018760	379477	380415
ENSOCUG00000032182	GL019112	15154	17364
ENSOCUG00000031627	GL018786	62	4679
ENSOCUG00000007650	GL018725	1306097	1334869
ENSOCUG00000020955	GL018972	100345	106600
ENSOCUG00000014994	GL018845	2923	37035
ENSOCUG00000037108	AAGW02081479	1236	5708
ENSOCUG00000016298	3	68857390	68976855
ENSOCUG00000000582	5	13441687	13448490
ENSOCUG00000015306	2	112087899	112100758
ENSOCUG00000001411	GL018972	110145	111896
ENSOCUG00000013541	GL018738	2305574	2316740
ENSOCUG00000014989	GL018845	40718	42045
ENSOCUG00000032850	1	87327240	87328301
ENSOCUG00000008534	18	18196712	18251615
ENSOCUG00000009275	21	7002308	7024158
ENSOCUG00000000651	GL018914	1802	11806
ENSOCUG00000002834	GL018972	121272	130752
ENSOCUG00000006661	GL019624	8124	12135
ENSOCUG00000005722	7	108177181	108508182
ENSOCUG00000034663	GL018713	2572701	2575511
ENSOCUG00000015301	GL018786	10966	20358
ENSOCUG00000017109	9	65193812	65294784
ENSOCUG00000030961	21	7060644	7061687
ENSOCUG00000032597	GL018972	131546	132820
ENSOCUG00000001943	16	57676797	57727421
ENSOCUG00000038953	21	9444166	9457277
ENSOCUG00000008571	9	58832861	58987675
ENSOCUG00000030912	7	108413143	108413382
ENSOCUG00000036104	21	9650851	9655666
ENSOCUG00000032520	GL019112	15458	16235
ENSOCUG00000026110	GL018760	414422	422494
ENSOCUG00000007870	GL019234	6317	70705
ENSOCUG00000033746	21	9682476	9719171
ENSOCUG00000010329	GL019624	18906	23006
ENSOCUG00000014973	GL018845	48596	53189
ENSOCUG00000024517	GL019112	22466	26318
ENSOCUG00000028596	GL018725	1357299	1357445
ENSOCUG00000033903	GL018713	2731687	2733789
ENSOCUG00000005658	8	4404410	4541493
ENSOCUG00000033071	GL018725	1391520	1394416
ENSOCUG00000035935	GL018760	435141	435740
ENSOCUG00000038088	GL019234	69082	69660
ENSOCUG00000033971	GL018905	70007	70804
ENSOCUG00000011529	AAGW02081479	7622	20621
ENSOCUG00000028311	GL018725	1401758	1401825
ENSOCUG00000003841	12	7654520	7655263
ENSOCUG00000022129	X	110286407	110299540
ENSOCUG00000013527	GL018738	2329363	2444316
ENSOCUG00000032258	GL019234	99920	104469
ENSOCUG00000010559	12	23696551	23697673
ENSOCUG00000032341	12	87473432	87473944
ENSOCUG00000010611	GL019624	24879	30761
ENSOCUG00000012715	21	9758939	9809716
ENSOCUG00000029823	GL018725	1418036	1424480
ENSOCUG00000027935	GL019112	32045	41033
ENSOCUG00000035443	GL018738	2444576	2446734
ENSOCUG00000001648	GL018725	1425803	1431878
ENSOCUG00000005445	18	37294804	37356907
ENSOCUG00000011578	15	71474550	71621323
ENSOCUG00000024121	9	65300644	65325788
ENSOCUG00000033764	GL019112	54369	58811
ENSOCUG00000037961	GL019112	58832	60196
ENSOCUG00000005780	GL018786	21083	38035
ENSOCUG00000000941	GL018972	142023	168775
ENSOCUG00000015380	GL019112	69767	71479
ENSOCUG00000025634	GL019112	75377	78670
ENSOCUG00000013580	GL018905	72838	143541
ENSOCUG00000034061	GL018972	169151	171271
ENSOCUG00000037058	GL019234	104110	106092
ENSOCUG00000002871	18	44943234	44974233
ENSOCUG00000038505	21	9961825	9978427
ENSOCUG00000009412	GL018972	182334	205358
ENSOCUG00000023645	GL019112	78502	80632
ENSOCUG00000027046	GL018760	446026	454114
ENSOCUG00000032959	21	9965786	9981252
ENSOCUG00000022807	GL018714	634178	642189
ENSOCUG00000032274	GL019112	97722	98807
ENSOCUG00000009422	GL018972	207820	213023
ENSOCUG00000016911	5	2723151	2825848
ENSOCUG00000037813	21	9968890	9970073
ENSOCUG00000033430	GL019235	8653	8847
ENSOCUG00000026357	AAGW02081480	4691	15884
ENSOCUG00000017615	GL018725	1443600	1498348
ENSOCUG00000037851	21	9981273	9982385
ENSOCUG00000033717	GL018739	14391	24865
ENSOCUG00000007904	GL018787	256502	383019
ENSOCUG00000014498	18	37309619	37402674
ENSOCUG00000000869	AAGW02081485	16930	17094
ENSOCUG00000031344	14	78844300	78872005
ENSOCUG00000004048	GL019112	105063	138556
ENSOCUG00000030092	GL018787	371987	372106
ENSOCUG00000033421	14	110791927	110792139
ENSOCUG00000035442	GL018725	1515932	1516975
ENSOCUG00000012064	GL018972	212613	222716
ENSOCUG00000031400	14	138084352	138084592
ENSOCUG00000038541	GL019114	10878	11927
ENSOCUG00000036942	GL019235	27849	60516
ENSOCUG00000025762	GL019625	11027	20625
ENSOCUG00000036621	GL018725	1522463	1523683
ENSOCUG00000031272	GL019625	21841	24387
ENSOCUG00000017106	GL018739	55399	134322
ENSOCUG00000000602	AAGW02081496	2274	3488
ENSOCUG00000033172	21	9983473	9983874
ENSOCUG00000036304	GL019114	113801	124843
ENSOCUG00000030929	GL018787	386771	454244
ENSOCUG00000039422	GL018745	2155190	2156218
ENSOCUG00000024316	AAGW02081504	21	3983
ENSOCUG00000021151	GL019235	67625	68154
ENSOCUG00000024203	GL018725	1538197	1541627
ENSOCUG00000012067	GL018972	226966	234714
ENSOCUG00000016586	19	18615174	18622551
ENSOCUG00000034599	GL018972	268485	269591
ENSOCUG00000037626	GL018725	1542402	1545097
ENSOCUG00000033889	GL019235	73507	75489
ENSOCUG00000038232	GL018725	1559175	1560337
ENSOCUG00000034120	GL018742	548415	550255
ENSOCUG00000010380	13	27205010	27234877
ENSOCUG00000014595	21	9989963	9992849
ENSOCUG00000032419	GL018725	1640159	1641172
ENSOCUG00000032001	GL019235	82396	85375
ENSOCUG00000031505	21	9993008	9995420
ENSOCUG00000004578	4	3306653	3366583
ENSOCUG00000032822	GL019625	30266	34455
ENSOCUG00000029991	21	9993721	9994806
ENSOCUG00000025140	GL018787	459389	500308
ENSOCUG00000001361	GL019235	97357	99488
ENSOCUG00000027534	GL018700	2818772	2935453
ENSOCUG00000013245	GL018798	35421	77795
ENSOCUG00000014063	13	129827753	129835885
ENSOCUG00000026541	GL019236	12930	13036
ENSOCUG00000032562	21	9998945	10010531
ENSOCUG00000007353	5	13449903	13471380
ENSOCUG00000008473	19	32937399	32945677
ENSOCUG00000029920	21	10105055	10136199
ENSOCUG00000015300	19	11799059	11815539
ENSOCUG00000002880	18	44989764	45001086
ENSOCUG00000032025	21	11051595	11079758
ENSOCUG00000027671	4	39416299	39419727
ENSOCUG00000015478	5	13517448	13520051
ENSOCUG00000029261	GL019236	15766	17118
ENSOCUG00000002186	2	11313619	11333944
ENSOCUG00000038914	GL018742	550694	550974
ENSOCUG00000029498	GL018972	293277	306010
ENSOCUG00000038594	GL019115	18363	19577
ENSOCUG00000013109	17	43253956	43262133
ENSOCUG00000021809	GL019629	2	7138
ENSOCUG00000036174	GL019236	15805	24541
ENSOCUG00000037562	GL018742	873787	877865
ENSOCUG00000005109	4	39422255	39426446
ENSOCUG00000004817	14	90479292	90521144
ENSOCUG00000029950	GL018973	6152	7477
ENSOCUG00000007482	5	13525844	13537262
ENSOCUG00000011334	GL019115	20779	21263
ENSOCUG00000021021	AAGW02081550	21	5477
ENSOCUG00000032251	GL018742	906992	921189
ENSOCUG00000037497	14	50991379	50995210
ENSOCUG00000026533	5	13558070	13559484
ENSOCUG00000024658	GL019630	9990	28127
ENSOCUG00000024550	GL018787	520696	553780
ENSOCUG00000036031	14	51011164	51031598
ENSOCUG00000016384	GL019236	22982	24832
ENSOCUG00000031020	GL019115	48584	49772
ENSOCUG00000034998	13	37449591	37453590
ENSOCUG00000039353	GL019236	29009	31477
ENSOCUG00000011695	GL018786	48443	54685
ENSOCUG00000014354	GL018713	3747354	4351412
ENSOCUG00000024308	GL019236	34393	42550
ENSOCUG00000025969	4	39456225	39479196
ENSOCUG00000038685	GL018788	18351	27769
ENSOCUG00000012761	7	98696303	98847363
ENSOCUG00000038704	GL018973	27780	36205
ENSOCUG00000014951	GL018845	53693	78930
ENSOCUG00000025413	GL018973	30678	108360
ENSOCUG00000017419	19	52421754	52436752
ENSOCUG00000022738	AAGW02081550	8407	25193
ENSOCUG00000026665	GL018973	40447	42617
ENSOCUG00000027981	GL019631	9664	22130
ENSOCUG00000007485	5	13559091	13580999
ENSOCUG00000030879	AAGW02081566	8260	9883
ENSOCUG00000014031	4	9520197	9553737
ENSOCUG00000010635	GL019631	26942	31157
ENSOCUG00000012673	GL019236	51193	88048
ENSOCUG00000038092	GL018838	731246	777130
ENSOCUG00000007665	13	126757194	126773666
ENSOCUG00000038858	GL018839	423343	427382
ENSOCUG00000035284	GL018788	29017	41774
ENSOCUG00000006112	GL018742	932571	960929
ENSOCUG00000021986	GL019116	1044	36992
ENSOCUG00000027780	AAGW02081578	5305	7991
ENSOCUG00000030369	GL018839	610933	622932
ENSOCUG00000016115	GL018973	52793	84438
ENSOCUG00000004449	18	18260072	18301864
ENSOCUG00000014042	4	9574704	9583476
ENSOCUG00000035764	GL018839	647615	651035
ENSOCUG00000031721	GL019116	39329	43883
ENSOCUG00000026022	GL019236	89984	91812
ENSOCUG00000004575	4	3366549	3387973
ENSOCUG00000004391	GL019632	3478	14932
ENSOCUG00000010397	GL018973	138910	185911
ENSOCUG00000036204	GL018839	704090	706970
ENSOCUG00000007373	GL018714	646797	666956
ENSOCUG00000002801	17	10208112	10407982
ENSOCUG00000006095	GL018742	964224	1006787
ENSOCUG00000002963	GL018788	57933	78960
ENSOCUG00000031111	GL019236	101793	106135
ENSOCUG00000027020	18	37452220	37452326
ENSOCUG00000035484	GL018714	1624	4071
ENSOCUG00000023380	GL018760	473476	640099
ENSOCUG00000009756	GL019116	53860	68330
ENSOCUG00000015182	GL018788	140320	177447
ENSOCUG00000008983	5	23147834	23202253
ENSOCUG00000027901	GL019632	21813	26630
ENSOCUG00000016220	GL018845	88435	128731
ENSOCUG00000011515	3	32237139	32304521
ENSOCUG00000007521	AAGW02081581	21	24776
ENSOCUG00000023332	GL019116	76800	89645
ENSOCUG00000039090	GL019635	1236	2340
ENSOCUG00000033089	GL018840	15562	18063
ENSOCUG00000038585	GL018840	57831	61214
ENSOCUG00000003458	GL018714	9146	33184
ENSOCUG00000029953	GL019635	14788	18029
ENSOCUG00000003512	GL018973	221953	235918
ENSOCUG00000039205	GL019237	67518	93488
ENSOCUG00000014974	5	13584011	13597032
ENSOCUG00000030985	GL018840	58441	61214
ENSOCUG00000036831	GL019635	25330	26526
ENSOCUG00000008424	X	24227119	24347428
ENSOCUG00000023531	3	11381381	11672533
ENSOCUG00000035045	GL018714	70975	76103
ENSOCUG00000030615	X	1414521	1414688
ENSOCUG00000037332	GL019238	8073	42029
ENSOCUG00000002658	GL018725	1659546	1851032
ENSOCUG00000037630	12	87724187	87724559
ENSOCUG00000022616	GL018742	1049620	1204624
ENSOCUG00000024710	GL018760	562449	570858
ENSOCUG00000034242	GL019238	74019	74280
ENSOCUG00000003423	GL018714	113375	123044
ENSOCUG00000015613	GL018788	238611	364572
ENSOCUG00000009270	3	32326948	32359502
ENSOCUG00000039228	12	7722250	7724781
ENSOCUG00000039596	GL019239	83618	92528
ENSOCUG00000033612	5	13596024	13596456
ENSOCUG00000018366	GL018725	1859740	1859930
ENSOCUG00000031743	GL019117	46899	52494
ENSOCUG00000002732	GL018714	124165	126897
ENSOCUG00000031057	GL018840	95624	97444
ENSOCUG00000033629	GL018714	127291	127704
ENSOCUG00000025181	GL018760	574407	582808
ENSOCUG00000001565	12	32508349	32509902
ENSOCUG00000022665	GL019117	99460	99566
ENSOCUG00000022674	GL019637	1303	9102
ENSOCUG00000013346	3	32363314	32372929
ENSOCUG00000008393	9	65326004	65540654
ENSOCUG00000013228	GL018798	64313	89801
ENSOCUG00000034605	GL019118	49890	54666
ENSOCUG00000039426	12	100185720	100202209
ENSOCUG00000007939	GL018760	675319	723827
ENSOCUG00000014827	GL018788	475814	514043
ENSOCUG00000036011	GL019637	17823	19431
ENSOCUG00000035737	12	100189335	100193307
ENSOCUG00000024144	3	32377743	32377848
ENSOCUG00000033093	GL018742	1050175	1095395
ENSOCUG00000011778	GL018714	132012	152960
ENSOCUG00000032566	GL019639	22245	23594
ENSOCUG00000016202	GL018845	128752	165180
ENSOCUG00000036695	12	100242740	100280279
ENSOCUG00000003303	12	7726245	7820986
ENSOCUG00000026895	GL018760	681256	681362
ENSOCUG00000011532	3	32380179	32388261
ENSOCUG00000008768	GL019240	11290	11592
ENSOCUG00000038448	12	100349703	100352900
ENSOCUG00000024070	9	65385775	65385879
ENSOCUG00000014984	5	13598145	13603084
ENSOCUG00000030536	GL019641	8524	55828
ENSOCUG00000032670	GL018714	155156	159383
ENSOCUG00000009698	19	29990709	30006671
ENSOCUG00000029300	9	65468786	65469906
ENSOCUG00000030944	12	87752607	87788155
ENSOCUG00000023877	GL018714	667008	670691
ENSOCUG00000036298	12	87762629	87833040
ENSOCUG00000022385	AAGW02081593	1222	21300
ENSOCUG00000025000	12	87772408	87772929
ENSOCUG00000014777	GL019118	54687	95419
ENSOCUG00000009308	16	16804432	16834561
ENSOCUG00000002813	GL018714	163922	168346
ENSOCUG00000034562	GL019240	17977	20570
ENSOCUG00000038080	12	8783108	8785021
ENSOCUG00000011296	GL018742	1224311	1284869
ENSOCUG00000007341	GL018840	190109	202804
ENSOCUG00000013901	9	65574070	65601869
ENSOCUG00000002318	16	66797907	66815859
ENSOCUG00000031016	GL019243	36399	36503
ENSOCUG00000039565	16	66823545	66831720
ENSOCUG00000013087	GL018700	2986105	3191751
ENSOCUG00000013725	19	52443755	52497803
ENSOCUG00000030017	GL019720	6911	8501
ENSOCUG00000037879	GL018714	166607	167175
ENSOCUG00000003517	GL018973	239243	265278
ENSOCUG00000013668	1	11744994	11912313
ENSOCUG00000013510	3	32395787	32434858
ENSOCUG00000032316	GL019720	24285	25829
ENSOCUG00000001327	9	65630081	65647158
ENSOCUG00000030568	GL019720	24297	25520
ENSOCUG00000007932	GL018760	711616	724850
ENSOCUG00000017525	21	11106927	11446530
ENSOCUG00000021235	GL019243	91970	92499
ENSOCUG00000035288	GL019118	109554	143348
ENSOCUG00000038622	9	66138911	66201328
ENSOCUG00000032904	19	11815338	11818090
ENSOCUG00000036696	GL018845	145935	146105
ENSOCUG00000021996	GL018973	290968	293289
ENSOCUG00000036868	1	94056579	94057560
ENSOCUG00000030377	GL019118	148355	154560
ENSOCUG00000033762	GL019245	11079	12080
ENSOCUG00000038516	1	194743802	194746827
ENSOCUG00000030830	AAGW02081594	17855	18151
ENSOCUG00000008990	5	23208560	23220225
ENSOCUG00000021736	3	32465106	32465287
ENSOCUG00000022255	GL018760	716333	716466
ENSOCUG00000033988	GL019245	61441	62448
ENSOCUG00000037312	GL019119	32888	158880
ENSOCUG00000011255	GL018714	672773	678843
ENSOCUG00000035439	AAGW02081600	16172	17980
ENSOCUG00000030919	GL018845	152683	154336
ENSOCUG00000000861	1	184206909	184231163
ENSOCUG00000019881	1	17150509	17150663
ENSOCUG00000037914	GL019246	1430	6400
ENSOCUG00000022319	9	78385987	78386397
ENSOCUG00000035396	3	32469752	32481040
ENSOCUG00000025622	GL019721	11062	21812
ENSOCUG00000021377	GL018742	1331874	1370433
ENSOCUG00000029777	GL019246	9154	10545
ENSOCUG00000002487	GL018973	294004	297513
ENSOCUG00000018037	GL018700	3182536	3182596
ENSOCUG00000031520	1	21388619	21388698
ENSOCUG00000009253	GL018788	531205	542592
ENSOCUG00000037057	GL019723	4245	6618
ENSOCUG00000021998	14	138458370	138458852
ENSOCUG00000032768	1	17202312	17283837
ENSOCUG00000033744	21	11450790	11452251
ENSOCUG00000034273	GL019119	81364	155241
ENSOCUG00000039521	GL019725	46204	54688
ENSOCUG00000010780	13	74933773	74969312
ENSOCUG00000016100	19	15774313	15787819
ENSOCUG00000037971	21	11526042	11530937
ENSOCUG00000002447	GL018760	741930	764137
ENSOCUG00000027365	1	99600931	99602757
ENSOCUG00000021615	1	87358496	87402700
ENSOCUG00000031149	21	11584899	11591538
ENSOCUG00000037113	1	21538213	21538362
ENSOCUG00000022633	GL018700	3218399	3221522
ENSOCUG00000031929	21	11630995	11632131
ENSOCUG00000034707	1	17243565	17245334
ENSOCUG00000032468	1	22566118	22569609
ENSOCUG00000030382	1	17312394	17319711
ENSOCUG00000019383	1	87433633	87433765
